Name,Score,Address,Reviews
맘맘테이블 분당직영점,5.0,성남시 분당구 황새울로214번길 8 1층,|현지맛그대로 바로 위 2층 체인보다 훨씬 나아요가격도 싸고|매운쌀국수? 토마토맛나고 이색적이고 맛있어요! 또갈듯ㅎㅎ+ 2024.04. 또갔습니다 ^^|호불호 없을 맛이면서도 여기만의 특색이 있어서 너무 맛있음!! 고기말고도 피쉬볼 메추리알 이런 것들도 들어있어서 너무 좋음... ☆면 다 먹으면 밥 추가하고 다진마늘 완전마니 때려넣어서 국밥같이 먹으면 죤맛...☆||분팃능(비빔국수) 너무 맛있게 먹었습니다 ㅎㅎ|베트남 현지보다 더 맛있는집.아쉬운점-->메뉴가 너무 단촐해서 선택권이 좁음.|넘 맛있음...빨리 나와서 후딱 먹기도 좋음또 먹고싶다.......호띠우에 태국고추랑 마늘 고수 넣어서 자셔보세요들||양 많아요. 맛있어요. 친절해요. 짖짜어떳해요너뮤맛잇어요||
뽀짜이빤,4.0,성남시 분당구 정자일로 197,연태하이볼 맛있습니다!|가볍게 먹으며 맥주한잔 하기 좋아요. 솥밥 맛있어요.||시켰던 메뉴 중에 볶음밥 빼고 다 맛잇었어요  가격도 부담없는 편이|훠궈세트랑 특히 연태하이볼 추천해용ㅎㅎ|ㅁ|매우 맛있어요. 특히 가리비는 최고!!|훈툰면 만두 맛있는데 만두 메뉴는 없네요 아쉽..짜요 짜도 너무 짬|맛있고 홍콩분위기가 좋음. 22.07.25 기준 오리 한마리 6만원.|소스 양배추 양파 고기 전부다 조금 들어있어서 창렬함특색있는 음식도 레시피도 아님 왜 홍콩식인지 모르겠음 비추천|너무 맛있어요! 한국에서는 찾아볼 수 없는 광식뽀짜이빤 식당!
만복국수,2.3,성남시 분당구 정자일로 100,"한줄평: 태어나서 먹어본 국수 중에 가장 이상한 국수와 태어나서 먹어본 김치 중에 가장 맛있는 김치, 그리고 맛있는 보쌈. 1) 면이 최악 / 2) 국물이 감칠맛 1도 없이 개밍밍 / 3) 식탁에서 쉰내남(크린콜로 안닦고 그냥 행주 계속 쓰시나봄)동네주민인데 지나다니기만했지 오늘 처음 가봄. 누가 압구정에 있는 지점 맛있다고하길래 오늘 가서 멸치2인+보쌈 세트 시켰음. 근데 한입 딱 먹는데 면이 진짜 개이상한거임. 뭐지…? 소면이 안익은건가. 뭐지 이 꼬들꼬들하고 소화안될거같은 곤약면 재질의 이상한 식감은…? 1차 당황. 남친이랑 머리를 싸매고 고민하기 시작함. 면이 왜 이럴까. 벽면 메뉴판을 다시 자세히 봄. 멸치<쌀>국수라고 적혀있음. 아니 멸치국수가 일반적인 소면이 아니라 쌀국수면을 소면처럼 얇게 뽑은 멸치쌀국수 였던거임. 근데 쌀국수면이 넓적하고 부드러울 때나 맛있는거지 소면 굵기로 뽑아놓으니까 완전 대박 구림. 국물도 멸치육수 100 하시면서 자부심 크시던데 내입맛에는 영 아니었음. 뭔맛이냐면 그 집에서 멸치육수를 뽑으셈 거기다가 국간장을 좀 타셈. 딱 그맛임. 멸치육수인건 알겠는데 그래도 어느정도 감칠맛이 나야지 너무 정직한 육수 그자체임ㅠㅠ. 근데 문제는 김치랑 보쌈이 개맛있음. 아 보쌈이 하나도 안느끼하고 ㄹㅇ 개존맛탱임. 그래서 딜레마에 빠짐. 국수는 최악이지만 보쌈만을 먹으러 재방문할 가치가 과연 있을까. 그리고 김치가 와 뭐 이런 김치가 있지. 김치가 미쳤음!ㅋㅋㅋㅋ아직 고민중임. 근데 김치전은 별로일듯 옆테이블꺼 보니까 바삭바삭한 느낌이 ㄹㅇ 1도 없었음.|거래처 사람이 데려갔는데분위기도 좋고 맛도 있네요 ㅎㅎ보쌈 해물파전 동동주에비빔국수 입가심으로 시켰는데비빔국수 ㅈㅁㅌ...... 추릅...|정말 맛없음 헛웃음이 나올지경|아오...맛... 무슨...하아...|체인점이라 맛이 다 똑같을줄 알았는데... 전혀 아니네요 ㅠ 판교점 만복국수집 맛 생각하고 정자점 가봤는데... 완전 달라요 맛도 다르고 면발도 전혀 다르고.. ㅠㅠ 두번다시 가고 싶지 않아요.. 판교점은 진짜 맛있는데...|가야는 이유 : 회사에서 가재서, 전은 괜찮안가는 이유 : 싸다는 느낌은 안듦|체인점|런치로 싸게 먹을 수 있는 맛집. 멸치국수는 안먹어봤지만 비빔국수는 평범"
슈퍼타이 그레이츠판교점,3.8,성남시 분당구 분당내곡로 117 지하1층 102호,"|태국에서 먹는 느낌똠양쌀국수 시켰는데 양이 푸짐해서 결국 좀 남겼어요|주차는 다른 지점에 비해 편해서 좋았습니다.맛은 괜찮았는데 다른 지점이 제 입맛에는 더 맞았어요.|방문날짜 : 24.06.05 / 24.06.12주차 : 그레이츠 판교건물내 주차 널널쓰맛 : 쌀국수는 국물이 맑은데 맛나고 요리조리 조합해먹는 맛이있음 / 비빔은 간이 되어있는데 새콤한 비비임(허멀건해서 잘못나온줄) / 계란 양념이랑 껍데기부분 맛남 / 족발 야들야들 밥이랑먹어야함- 여자알바생 혼자라서 바뿌시지만 친절 /저녘엔 자리있는편 / 난 내장좋아하는데 안좋아하면 불호일듯( 쌀국수, 비빔쌀국수에 내장들어가있음)|가격 대비 양도 너무 적고, 굳이 이 돈 주고 먹어야 할 지는 의문이었어요. 그냥 현백에 까폼 가는게 나을듯푸팟퐁 커리 무슨 아동용 시킨 줄 알았어요쌀국수도 많이 식어서는 플라스틱 그릇에 나오는 것도 별로였음...|팟타이랑 똠양쌀국수 먹었는데, 둘다 음, 무늬만 팟타이, 똠얌 느낌;0; 면 양은 많긴하다|본점보다 양은 좀 적어진듯하지만, 맛은 비슷했어요. 좁아서 점심엔 일찍 안가면 대기해야해요|똠얌쌀국수에 정체모를 고기 빼줬으면.. 이전처럼 해산물 넣어줬으면..여긴 역시 팟타이 👍👍👍|다른지점 슈퍼타이 가보고 첨 방문했는데 맛있었어요 다음에도 생각나면 들려야쥐..|판교역 주변에도 생겨서 반가운 슈퍼타이! 다들 기다리셨는지 점심 웨이팅이 어마어마어마무시. 좋아했던 똠양쌀국수는 해산물이 아니라 고기 토핑으로 바뀌어서 뭔가 신기했구요? 양이 전보다 좀 적어진것 같긴 함니당|로컬맛 그자체|다른 지점보다 맛도 서비스도 별로. 대기하며 먹을 정도 아님.|그레이츠판교점 생겨서 너무 좋아요|"
사이공 핫팟,3.7,성남시 분당구 정자일로 120,"|사장님도 엄청 친절하시고 양 엄청 많아요 육향이 엄청 진해요 해산물 쌀국수는 메뉴에서 없어져서 아쉽|여기 쌀국수 맛있어요 숨은 맛집인 거 같아요양지 쌀국수 국물이 맑고 해장으로 딱 좋아요|메뉴 전체적으로 다 맛있어요!|쌀국수 그냥 그래요. 알바아줌마 알바이면서 먼가 거만하고 행동이 좀 예의없으신듯.. 다신 안가요.|진짜 분당 맛집압니다 이쁜  사장님  ,,,재료  신선 청결하고 분위기 넘 좋아요 언제나 가도 분위기 up 되요|유튜버 옆집형 촬영지하노이 볶음밥 강추~♡살짝 매콤에 고수향이 매력적^.....^|쌀국수 노맛|맛있었지만 쌀국수집은 어딜 가든 평타는 쳐서 특별한 느낌은 없었음||Phở Rice Noodle|메콩타이 먹으면 너무 칼칼하여 사이공으로||쌀국수를 먹을 줄 몰라서인 지는 몰라도 대부분 음식이 싱겁고 맛이 평범한 수준이다|쌀국수 여기가 젤 맛있는 듯|나에게 베트남 음식이 좋아지게 만든 집 앞의 작은 가게."
살라타이,3.4,성남시 분당구 정자일로 100,맛있어요. 똠양꿍과 가이팥 매드 마멍(닭가슴살 아채 캐슈넛 볶음) 갈 때마다 먹어요|맛: 4.5 서비스: 2가격: 1  일요일 분당에 나갈일이 있어 나갔디 오는 길에 아내와 갑자기 태국 음식이 먹고 싶어 검색했는데 대부분 문이 닫아 몇군데 검색하고 오게된 곳인데 맛은 괜찮은 편이나 가격이 너무 심하게 비쌌습니다. 옐로우 커리에 만팔천원  팟타이 만육천원인데 양도 많지 않은데다가 옐로우 커리에는 심지어 밥도 같이 나오지 않음. 주문할때 밥은 안 나온다 그래서 당연히 팻타이에는 밥이 안나온다는 걸로 이해했는데 옐로우 커리에 밥이 안 나온다는 거였음 (아직도 이해가 안됨) 그래서 밥 추가 주문 함 (2천원) 비싸면 양이라도 많아야하는데 나와 아내 적게 먹는 편인데도 약산 모자란 느낌... 총평: 맛은 상당히 좋으나 가격이 너무 비싸다. 이 가격을 알고 다시 오지는 않을 것 같다.||남만 호이 락카오 볶음밥 맛있습니다. 추천합니다. 가성비는 떨어집니다.|비쌈. 맛에비해 가성비가 매우않좋음.|브레이크타임을 좀 적어두시는게 좋을 것 같아요…ㅠ 허탕치고 왔네욤 ㅠ|요즘(2022.07) 점심시간에 사람 엄청 많아요.(자리 꽉참)점심 먹으면서 이야기 하기에 너무 시끄러워요. 음식은 언제나 맛있어요. 메뉴 이름은 어렵지만 새로운 메뉴 발견하는 재미가 있어요.||똠냠꿍은 맛있어요! 똠냥쌀국수만 먹으러 갈듯.푸팟퐁커리는 간이 슴슴해서 호불호가 있을 것 같은데저는 불호...||일요일 12시 50분경 방문. 손님들 여러명 몰려온듯 음식은 없고 바글거렸다. 사장님은 없고 알바만 있었던듯. 우리도 5명이라 옆에 테이블셋팅 5명 되있는 자리를 가르키며 여기 앉아도되냐고 묻는말에 1번 본체만체 대답도 안함. 다시한번 물었는데 돌아오는대답 안되요. 분명 짜증나고 귀찮은건 알겠는데 서비스업에서 그 자리는 좁아서 안될것같네요 라는 말 안하고 그냥 짜증나는식으로 안되요라고 하면 어느음식점이든 손님 잃기 마련이다. 맛있고 나름 동네라서 금액이 비싸도 자주 방문 하였는데 이런식이라면 동네에 있는 흔한 패스트푸드지점보다도 서비스가 못하다고 생각이된다. 별 1개도 아깝다.|맛맛 근데 카레 양이 좀 적어요|
아시아티크,4.2,성남시 분당구 서현로239번길 1 1층,태국 음식 좋아해서 여기저기 먹으러 다니는데 단연코 1등으로 뽑고 싶어요약간 정통은 아닌듯하면서 맛을 너무 너무 잘 잡으시네요총 네 가지 먹어봤는데 전부 맘에 들었고다른 메뉴 먹어보기 위해 조만간 또 가려고요인테리어도 신경 쓴 티가 나고요정말 만족스러운 시간이었어요|오리엔탈 가든 자리에 리모델링 후 새로 생긴 동남아 음식점이에요! 같은 사장님이 가게 이름만 바꾸셨나했는데 아예 바뀌었더라고요! 맛있었어요.사장님 피셜 월요일 빼고 영업하신대요!저 카레 진짜 맛있어요 강추합니다!|맛없어요|소프트크랩커리와 팟타이 맛나게 잘 먹었어요!|존맛이긴 한데 가격대가 점심에 먹기에는 좀 부담되는 건 사실|창가에서 먹었는데 분위기는정말 태국식당에서 먹는줄~~그러나 맛은 약간아쉬워~ 그래도 태국이그리울땐..고고?||가격대에 비해서 일반 쌀국수 맛이 너무 아쉬웠어요...ㅠㅠ 기본적으로 맛이 너무 밍밍해서 드실 거라면 소스 많이 추가하셔서 드셔야 할 것 같습니다... 그리고 소스바 있는 쪽이 너무너무 끈적거려서 갔다오면 신발 바닥이 쩍쩍 달라붙던데 이 부분 조금만 신경써주셨으면 좋겠어요...|이런 다 먹고 사진을 찍었네. 좀 맵지만 밥도둑임|이 집은 무슨 일 있었나? 무지 맛있는데 점심때 왜 한가하지? 쏨땀이랑 공심채볶음이랑 곱창국수 먹었는데 꽤 잘함.|쌀국수(이름 까먹음 ㅠ)랑 새우커리 먹었는데. 쌀국수는 국물이 정말 맛있고 고기도 많이 들어있어서 해장에 아주 좋았습니다.  새우 커리는 특제 비법소스? 라고 하셨는데 정말 기억에 남아서 리뷰 씁니다. 요리를 정말 잘하시는 듯. 이집 카레 메뉴 꼭 드셔보세요. 다음에 다른 메뉴도 먹어보러 또 갈게요.|분위기가 현지에 있는듯한 느낌이랄까?엄청좋아요
까몬 서판교점,4.7,성남시 분당구 운중로 121,|베트남 현지 바이브가 느껴짐.|맛도 양도 혜자
사이공키친,4.4,성남시 분당구 성남대로 393,사장님 바뀌셨는지 양도 줄고 맛도 변했네요||점심시간 바쁘실텐데도 빨리 나오고 맛나요. :)속이 메슥거릴때마다 당기는 쌀국수 국물맛때문에 점심시간마다 찾아가게 되는거같습니다:)|맛있습니다. 팟 카파오 간단한 구성이지만 쟤료들의 퀄리티랑 맛이 좋습니다. 밥의 질이 매우 높습니다.|양도 많고 맛있어요. 고기가 뒤덮여있어 고기가 엄청 많아보이지만 얇아서 많은건 아녜여. 그래도 동네 생각하면 가성비 괜찮습니다|양 푸짐하고 가격도 요즘 물가 생각하면 진짜 완전 적당한 가격이구 짜고 달지 않은 담백한 쌀국수와 스프링롤맛있습니다!|주 1회 팟타이 먹어야 하는 찐찐찐 맛집 입니당 동남아 갈 필요가 웂어요|맛있습니다^^|여기 집에서 가까워서 자주가는데... 진짜 알차고 맛있어요! 계속 그자리에 있어주세용||닭날개 맛있고 쌀국수 맛있어요!! 팟타이는 약간 평범||무난합니다작은 집이고 조용합니다|여기 맛나당ㅎㅎ 닭고기 쌀국슈♥️
타이팔칠,4.7,성남시 분당구 대왕판교로 660 B동 1층 137호,"근처오시면 꼭 드세요 모든 음식 평타 이상입니다!|팟타이 먹었는데 맛있고 양 엄청 많아서 굳이 곱빼기로 안 시켜도 될 정도였음|방문날짜 : 24.02.07주차 : 유스페이스 지하/ 저녘엔 자리있움맛 : 팟타이 존마탱 / 계란 존마탱(내기준) 똠양꿍 맛있는데 새우맛이 별루임 전반적으로 해물양이 극히 작지만 맛있움- 분위기 갑분 고양잌ㅋㅋㅋ / 친절하쉼|맛있고 푸짐해요! 일 끝나고 친구랑 가서 맛있게 잘 먹었습니다 ♡ 새우고로케도 진짜 새우 탱글하고 맛있어오.. 똠얌꿍 맛집 찾아서 기뻐요!|양도 많고 너무 맛있어요!! 똠양꿍이랑 나시고랭, 텃만꿍 다 맛있었고, 특히 텃만꿍이 저세상 존맛탱이었습니다..👍 다들 드세요!저는 배고파서 나시고랭 곱배기를 시켜봤는데 이건 거의 2인분 아닌지... 맛도 좋은데 양까지 푸짐했어요!! 자신있게 추천합니다 !!|나시고랭,팟타이시켯는데 다 맛있어요.|뿌팟퐁커리와 똠얌쌀국수 곱빼기 먹었어요 뿌팟퐁커리는 게 껍질이 연하고 커리도 부드러워서 이 집 제대로 하는 집이구나!싶었어요ㅎ 똠얌쌀국수는 살짝 매콤해서 해장되는 맛ㅋㅋㅋ곱빼기라 그런지 먹어도 먹어도 면이 계속 나와요,, 뿌팟퐁커리랑 똠얌쌀국수 먹으면 단짠단짠 최고 조합인듯~|음식 괜찮네요. 3.7점 입니다|팟타이 먹었는데 촉촉한게 특색있고 맛있었어요.11시40분쯤 갑자기 꽉 차니 좀 일찍 또는 아에 늦게 가는게 좋겠네요.똠양꿍도 맛있데요.|커리 맛있어요 코코넛샤벳 양많고 맛있어요|게살볶음밥과 팟타이를 먹었는데 굉장히 깔끔하고 맛있습니다.||판교에 드디어 Thai 맛집이!! 팟타이, 뿟빳퐁커리, 나시고랭이 맛있음다만 간이 조금 쎄서 짜거나 자극적일 수 있음찾아갈 정도에 맛집은 아니지만 회사근처 식사로 좋은곳!!|나시고렝이랑 팟타이 양도 많고 맛있습니다|똠양꿈 맛있었습니다! 서비스로 주신 새우도넛튀김도 바삭바삭하고 고소했어요! 최근에 오픈하셔서 오픈 서비스로 옥수수 과자도 주셨는데 이것마저도 맛있네요. 사업 번창하시길 바랍니다! (음식 사진을 찍는다는게 생각을 못했었네요)"
분짜라붐 판교현대점,2.4,성남시 분당구 판교역로146번길 20 5층,분짜최악이네요 ㅜㅜ|맛있어요^-^잘 먹고 갑니다~|진짜 맛없음 대학로에 베트남 음식점이 훨씬 맛있음.. 분짜 양도 적고 맛도 없음|영업시간 제발 수정 해주세요 네이버도 그렇고뭔 다 9시 10시 마감이라고 적혀 있어서 갔더니 라스트오더가 7:30이라 하시고  브레이크타임 안적혀있어서 갔더니 또 브레이크 타임 있어서 입장 안된다고 하시고 제발 영업시간 좀 똑바로 적어주세요 ..|백화점 식당 별로 안좋아하는데.. 의외임.먹어 볼만함.|9500원짜리 쌀국수가 김천 잔치국수보다 못하네요|볶음밥 먹었습니다~ 무난하네요|직원들 서비스가 좀 않좋네요예) 주문 음식을 테이블에 놓을때 던지듯이 놓네요|늘 먹던 쌀국수랑 다른 맛이라 그런걸까요…… 헛배 부른 너낌^^|거짓말 안치고 맛있어요면이 쫄깃합니다|베트남 현지에서 먹던 맛이 생각나네요.맛있습니다. 한국 분들이 익숙한 쌀국수와 맛이 달라서 평점이 낮은거 같네요.|The worst Vietnamese restaurant I’ve ever tried.||분짜면은 떡져서 떨어지지 않고 고기는 딱딱..근데 짜조는 정말 맛있었어요|쌀국수가 맛없기도 하는구나|밍밍한 육수와 소스에 담겨진 겉이 바짝 마른 고기|9500원짜리 시키길 잘했다12000원 시켰음 테이블 엎을뻔 ㅡㅡ|별 하나도 아까워요... 국물이 그냥 맹물 수준절대 가지 마세여 절 믿으세요|쌀국수가 좀 심심한 맛이네요ㅠㅠ 쌀국수마다 스타일은 다를수있지만 그래도 고기육수 쌀국수인데...ㅠㅠㅠ||비싸기만하고 음식은 별로|지금까지 먹은 쌀국수가 거짓이었던 기분.분짜는 개맛존맛.모닝글로리는 신의한수.||오...맛있다. 애머이보다 나은 듯|쌀국수가 아니라 떡 먹고왔네욤 ㅠ 쌀국수랑 분짜 모두 면 끼리 뭉치고 뚝뚝 끊겨요. 주방에선 계속 노래 부르길래 진짜 가수가 온 줄|7시 반쯤 갔을 땐 대기는 없었으나 옆 가게들에 비해 손님이 확실히 많음쌀국수+분짜+모닝글로리+분짜의 숯불고기 추가 =31500원쌀국수는 궁물맛보고 눈이 확 뜨임분짜는 에머이가 입맛에 더 맞았음숯불고기가 아주 까맣게 탄 것이 있으니 잘 골라내서 드시길
미면소 서현점,4.7,성남시 분당구 황새울로 307 한라시그마파크 1층 103호,비싸다 생각이 들었지만 양이 푸짐합니다.깔끔하고 맛도 있네용.담에도 또 올듯! 혼밥하기도 좋아서!||가격대가 좀 있지만 깔끔하니 먹을만하다
